epoch:	train_RMSD:	train_MAE:	val_RMSD:	val_MAE:	test_RMSD:	test_MAE:
341	0.8251	0.5815	1.0939	0.6608	1.0136	0.6651
342	0.8189	0.5758	1.0926	0.6606	1.0111	0.6597
343	0.8314	0.5894	1.1281	0.6762	1.0541	0.6733
344	0.8573	0.617	1.1244	0.6911	1.0551	0.6932
345	0.9095	0.6816	1.1708	0.7669	1.0874	0.7617
346	0.8272	0.5856	1.1169	0.6664	1.0441	0.6691
347	0.8282	0.5883	1.0858	0.6646	0.998	0.6675
348	0.8236	0.5818	1.1206	0.6674	1.0423	0.6685
349	0.836	0.5984	1.0952	0.6798	1.0125	0.6764
350	0.832	0.5914	1.1071	0.6694	1.0232	0.6696
351	0.8353	0.5965	1.1244	0.6802	1.0506	0.6788
352	0.8939	0.6559	1.136	0.7296	1.0452	0.7271
353	0.8574	0.6146	1.1381	0.6976	1.0693	0.6925
354	0.8321	0.5924	1.101	0.6761	1.0081	0.6754
355	0.8141	0.5762	1.1012	0.6594	1.0187	0.6621
356	0.8153	0.577	1.0923	0.6633	1.0153	0.6646
357	0.8194	0.5793	1.1045	0.6664	1.0164	0.6633
358	0.8258	0.5887	1.114	0.6771	1.0233	0.6701
359	0.8301	0.592	1.1326	0.6822	1.0472	0.6798
360	0.8444	0.6071	1.123	0.6908	1.0505	0.6859
361	0.8131	0.5752	1.0998	0.6578	1.0183	0.662
362	0.8148	0.5783	1.0968	0.6636	1.0187	0.6632
363	0.8096	0.5728	1.0902	0.6596	1.0017	0.653
364	0.8135	0.5739	1.0837	0.6572	0.9966	0.6564
365	0.8743	0.6405	1.1572	0.7273	1.0897	0.716
366	0.8558	0.6178	1.1122	0.6907	1.0282	0.6941
367	0.8194	0.5802	1.1139	0.6624	1.034	0.661
368	0.8969	0.6629	1.1391	0.7375	1.0579	0.7367
369	0.8091	0.5732	1.0969	0.6578	1.0206	0.6561
370	0.8733	0.6405	1.1442	0.7192	1.0786	0.7189
371	0.8875	0.6542	1.1462	0.7295	1.0502	0.7283
372	0.8409	0.6082	1.098	0.6928	1.0232	0.6884
373	0.8192	0.5805	1.0954	0.6616	1.0045	0.6596
374	0.8107	0.5748	1.0712	0.6499	0.9814	0.6522
375	0.806	0.5684	1.0939	0.6516	1.0124	0.653
376	0.8101	0.5715	1.1004	0.6588	1.0093	0.66
377	0.8115	0.5737	1.1054	0.664	1.0225	0.6594
378	0.8052	0.5694	1.0975	0.6613	1.0076	0.6562
379	0.8048	0.5669	1.1002	0.6577	1.0076	0.6541
380	0.8058	0.5708	1.0932	0.6602	1.0087	0.6573
381	0.7971	0.5589	1.0845	0.6487	1.0022	0.6485
382	0.7972	0.5598	1.0882	0.6487	1.0024	0.6496
383	0.8027	0.5657	1.1048	0.6541	1.0238	0.6559
384	0.7989	0.5622	1.0857	0.6516	0.9963	0.6483
385	0.8048	0.5659	1.1129	0.6602	1.033	0.6517
386	0.8066	0.5713	1.0836	0.6558	0.9878	0.6532
387	0.7983	0.5614	1.1128	0.6551	1.0203	0.6482
388	0.7986	0.5629	1.0782	0.654	0.9869	0.6494
389	0.804	0.566	1.1288	0.6619	1.0434	0.6558
390	0.7954	0.563	1.0952	0.6538	1.0047	0.6507
391	0.8329	0.6007	1.1303	0.6887	1.0428	0.6876
392	0.8055	0.5726	1.0848	0.6598	1.001	0.661
393	0.7924	0.5579	1.0906	0.6482	1.0023	0.644
394	0.8342	0.606	1.1272	0.6954	1.0403	0.6936
395	0.8089	0.5709	1.1234	0.6648	1.0415	0.6544
396	0.8045	0.5714	1.1066	0.664	1.0214	0.6611
397	0.7971	0.5668	1.1016	0.6575	1.0138	0.6563
398	0.7922	0.5593	1.0949	0.6522	1.0132	0.6513
399	0.8087	0.5756	1.095	0.6577	1.0097	0.6621
400	0.7908	0.5548	1.095	0.6465	0.9991	0.6382
401	0.7863	0.554	1.0855	0.6456	0.9956	0.6458
402	0.8475	0.6141	1.1241	0.6955	1.0346	0.6939
403	0.8758	0.6482	1.1536	0.7315	1.0716	0.7247
404	0.8512	0.6256	1.1338	0.7094	1.042	0.7035
405	0.7929	0.5603	1.0986	0.6512	1.0159	0.6514
406	0.799	0.5666	1.1012	0.6568	1.0029	0.6541
407	0.7996	0.5688	1.0719	0.6595	0.9875	0.6548
408	0.8085	0.579	1.1049	0.6696	1.0127	0.6638
409	0.795	0.5653	1.0794	0.6519	0.988	0.6529
410	0.7903	0.561	1.1101	0.6547	1.0133	0.6511
411	0.7939	0.5607	1.106	0.658	1.0157	0.6538
412	0.779	0.5468	1.0858	0.6443	0.9967	0.642
413	0.7844	0.5534	1.1088	0.65	1.0213	0.6449
414	0.7893	0.5594	1.1081	0.6575	1.0111	0.6538
415	0.7909	0.5597	1.1063	0.6573	1.0181	0.6527
416	0.778	0.5453	1.0911	0.6414	0.9949	0.6362
417	0.7958	0.5649	1.1173	0.6615	1.0263	0.6541
418	0.7993	0.5706	1.0937	0.6564	0.9948	0.6607
419	0.7917	0.5612	1.1087	0.6581	1.023	0.6541
420	0.7738	0.5422	1.0801	0.6392	0.9757	0.6334
421	0.7746	0.5446	1.0849	0.6405	0.9948	0.6377
422	0.7707	0.5379	1.0828	0.6361	0.9958	0.6324
423	0.7777	0.547	1.0809	0.6432	0.9869	0.6389
424	0.7708	0.543	1.0812	0.6401	0.9798	0.6314
425	0.7726	0.5421	1.0844	0.6409	0.9921	0.6319
426	0.8122	0.5855	1.1092	0.6716	1.0122	0.6738
427	0.8127	0.586	1.1077	0.6747	1.0293	0.6696
428	0.7718	0.5419	1.1017	0.6448	1.0009	0.6361
429	0.8052	0.5798	1.1323	0.6798	1.0361	0.6745
430	0.7777	0.5467	1.0942	0.6467	1.0066	0.6389
431	0.7791	0.5498	1.0891	0.6441	0.9838	0.6414
432	0.7782	0.5521	1.087	0.6478	0.9916	0.6423
433	0.7771	0.5484	1.0809	0.6464	0.9849	0.634
434	0.7677	0.5383	1.0921	0.6354	0.9972	0.633
435	0.7765	0.5482	1.0761	0.6458	0.9739	0.6365
436	0.7726	0.5429	1.1045	0.6503	1.0127	0.636
437	0.8035	0.5752	1.1078	0.6728	1.0138	0.6629
