epoch:	train_RMSD:	train_MAE:
727	0.6367	0.4398
728	0.6556	0.4559
729	0.6351	0.4356
730	0.6435	0.4455
731	0.6376	0.4424
732	0.6393	0.4449
733	0.6326	0.4373
734	0.634	0.4341
735	0.6337	0.4352
736	0.6288	0.4351
737	0.6313	0.4316
738	0.6246	0.4273
739	0.63	0.4347
740	0.6319	0.4406
741	0.6392	0.4464
742	0.6572	0.4679
743	0.6582	0.4671
744	0.6256	0.4321
745	0.6285	0.431
746	0.624	0.4263
747	0.6275	0.4294
748	0.6168	0.4227
749	0.6327	0.441
750	0.6487	0.4596
751	0.6518	0.4596
752	0.6425	0.4499
753	0.6427	0.4523
754	0.6279	0.4324
755	0.6836	0.4981
756	0.6521	0.4604
757	0.6263	0.4308
758	0.6248	0.4309
759	0.6202	0.4275
760	0.6169	0.4219
761	0.6228	0.4272
762	0.6181	0.4235
763	0.6345	0.4444
764	0.6207	0.4273
765	0.6178	0.4269
766	0.6242	0.4324
767	0.6187	0.4247
768	0.6266	0.4339
769	0.6264	0.4369
770	0.6149	0.4224
771	0.6177	0.4246
772	0.6219	0.429
773	0.6189	0.4259
774	0.6104	0.4168
775	0.611	0.4194
776	0.6198	0.4259
777	0.615	0.4228
778	0.6108	0.4193
779	0.6087	0.418
780	0.615	0.4227
781	0.6137	0.4247
782	0.6128	0.4241
783	0.6149	0.4249
784	0.6085	0.4149
785	0.612	0.4218
786	0.6186	0.4296
787	0.6207	0.4338
788	0.6183	0.4287
789	0.6332	0.444
790	0.6612	0.4722
791	0.6328	0.4444
792	0.6116	0.4232
793	0.635	0.4442
794	0.6168	0.4293
795	0.6057	0.416
796	0.6069	0.4166
797	0.6017	0.4128
798	0.6049	0.415
799	0.6073	0.4169
800	0.5997	0.4121
801	0.6174	0.4336
802	0.6181	0.4284
803	0.6115	0.4196
804	0.6274	0.4362
805	0.6056	0.4143
806	0.6021	0.4144
807	0.603	0.4116
808	0.6135	0.421
809	0.6012	0.4112
810	0.6098	0.4218
811	0.6195	0.4289
812	0.6054	0.418
813	0.6091	0.4228
814	0.6085	0.419
815	0.6007	0.4139
816	0.6099	0.4276
817	0.5974	0.4095
818	0.5991	0.4104
819	0.5949	0.4057
820	0.6076	0.4186
821	0.5975	0.4104
822	0.5984	0.4117
823	0.6107	0.4278
824	0.601	0.4122
825	0.6124	0.4264
826	0.5984	0.4092
827	0.5946	0.4074
828	0.5947	0.406
829	0.603	0.4184
830	0.5969	0.4138
831	0.6073	0.4215
832	0.6074	0.42
833	0.5979	0.4138
834	0.5957	0.4121
835	0.5883	0.4023
836	0.59	0.4034
837	0.6092	0.4222
838	0.6192	0.4345
839	0.5912	0.4037
840	0.613	0.4335
841	0.595	0.4083
842	0.5963	0.4101
843	0.6123	0.4289
844	0.6041	0.4217
845	0.6095	0.4272
846	0.6187	0.4395
847	0.621	0.4405
848	0.605	0.4244
849	0.6193	0.4377
850	0.59	0.4036
851	0.5902	0.4059
852	0.5859	0.401
853	0.594	0.4108
854	0.6017	0.4181
855	0.6019	0.418
856	0.5952	0.4147
857	0.5881	0.4039
858	0.615	0.4371
859	0.5857	0.3984
860	0.5835	0.3979
861	0.5885	0.4066
862	0.589	0.4047
863	0.5926	0.409
864	0.5821	0.3962
865	0.5941	0.4138
866	0.5838	0.3992
867	0.5908	0.4119
868	0.5883	0.4054
869	0.5886	0.403
870	0.5974	0.4161
871	0.5946	0.4159
872	0.587	0.4074
873	0.579	0.3972
874	0.5883	0.4029
875	0.5787	0.3937
876	0.5968	0.4196
877	0.5873	0.409
878	0.575	0.3919
879	0.5778	0.3947
880	0.5782	0.3946
881	0.5813	0.4007
882	0.5825	0.3988
883	0.5777	0.3981
884	0.584	0.4036
885	0.578	0.3993
886	0.5771	0.397
887	0.6044	0.4286
888	0.6015	0.4232
889	0.5765	0.3951
890	0.5772	0.3969
891	0.5818	0.4017
892	0.5955	0.4176
893	0.5843	0.3999
894	0.6232	0.4465
895	0.5873	0.4095
896	0.5711	0.3905
897	0.5746	0.3941
898	0.5767	0.3999
899	0.5735	0.3927
900	0.5709	0.3889
901	0.5724	0.3906
902	0.5742	0.3979
903	0.5793	0.3992
904	0.5756	0.3956
905	0.5731	0.3914
906	0.5767	0.3941
907	0.5832	0.407
908	0.5794	0.4038
909	0.5734	0.395
910	0.5783	0.3985
911	0.583	0.4026
912	0.5678	0.3883
913	0.5735	0.3962
914	0.5688	0.3873
915	0.5749	0.3962
916	0.575	0.394
917	0.5687	0.3939
918	0.5697	0.3914
919	0.588	0.4109
920	0.57	0.3925
921	0.5703	0.3932
922	0.5769	0.4007
923	0.565	0.3865
924	0.5689	0.3914
925	0.5759	0.3983
926	0.5668	0.3879
927	0.5759	0.3962
928	0.5732	0.3961
929	0.5964	0.4272
930	0.5616	0.3817
931	0.6017	0.4234
932	0.5876	0.4117
933	0.5891	0.4166
934	0.5749	0.3966
935	0.581	0.4077
936	0.5763	0.4014
937	0.5665	0.3882
938	0.5573	0.3808
939	0.5612	0.3835
940	0.5712	0.3974
941	0.5729	0.3981
942	0.5616	0.3818
943	0.5718	0.394
944	0.5605	0.3856
945	0.5628	0.3856
946	0.5746	0.396
947	0.5602	0.3836
948	0.5667	0.3931
949	0.5639	0.391
950	0.5594	0.3828
951	0.5624	0.3842
952	0.5595	0.3852
953	0.561	0.3882
954	0.575	0.4022
955	0.5571	0.3785
956	0.5533	0.3768
957	0.5783	0.4059
958	0.5612	0.3835
959	0.5754	0.3989
960	0.5643	0.3896
961	0.5691	0.3924
962	0.6012	0.4327
963	0.5716	0.3942
964	0.5599	0.3807
965	0.5558	0.3822
966	0.563	0.3914
967	0.5567	0.382
968	0.5612	0.3856
969	0.5531	0.3778
970	0.5535	0.3786
971	0.5574	0.3845
972	0.5576	0.388
973	0.558	0.3811
974	0.5488	0.3751
975	0.553	0.3797
976	0.5509	0.3763
977	0.5644	0.3908
